Q3	Q4_1	Q4_2	Q4_3	Q4_4	Q5_1	Q5_2	Q5_3	Q6	Q7P_1	Q7P_2	Q7P_3	Q7P_4	Q7S_1	Q7S_2	Q7S_3	Q7S_4	Q8_1	Q8_2	Q8_3	Q10	Q15	Q15_1	Q16	Q1	CODERESP
10	10	8	10	9	8	8	8	8	10	7	11	8	11	11	11	5	7	8	11	10	7	8	8	6	324
7	8	7	11	7	5	7	7	7	6	7	5	5	11	11	5	5	11	5	5	7	7	5	6	6	75
10	10	5	10	9	10	10	10	10	10	10	10	11	10	8	10	11	10	10	11	10	98	10	10	6	817
9	9	9	11	9	10	10	10	9	9	9	9	11	9	9	10	11	11	7	7	10	7	9	7	6	838
10	9	9	11	9	8	8	8	8	10	10	10	11	8	8	8	8	11	8	11	10	8	8	8	6	954
8	8	6	11	8	10	10	10	8	9	9	11	7	7	4	11	11	6	6	6	10	7	8	5	6	525
9	8	8	11	8	9	9	9	8	9	8	8	8	8	8	8	11	7	8	11	8	8	8	8	6	385
9	8	8	11	9	8	8	8	9	8	8	8	11	8	8	9	11	8	8	8	10	8	10	6	6	828
7	8	6	7	7	6	5	6	5	8	6	8	3	7	7	8	11	3	3	11	8	98	6	8	6	236
9	8	11	5	9	10	10	10	10	10	9	10	11	10	2	10	11	10	8	8	8	8	8	7	6	1119
10	10	8	8	10	10	10	8	5	10	10	8	11	10	10	10	11	7	10	11	8	5	5	10	6	1000
8	10	10	10	10	5	11	6	7	8	8	8	11	11	8	8	8	8	8	7	10	8	10	10	6	57
9	10	10	11	9	10	10	10	10	4	10	10	11	10	8	10	11	10	10	5	10	10	10	10	6	345
10	7	8	5	8	10	10	10	10	8	8	8	10	9	11	8	11	8	8	11	10	10	10	8	6	264
8	8	10	8	8	8	8	8	10	8	8	8	11	10	10	10	11	5	8	11	8	10	8	10	6	745
7	7	6	7	8	10	9	8	8	8	7	9	7	11	8	7	5	7	6	11	8	7	7	5	6	95
8	8	8	11	8	8	10	8	10	10	10	10	8	8	8	10	8	8	8	11	10	10	10	8	6	1261
9	10	9	11	9	10	10	10	9	9	9	6	6	10	8	9	11	9	9	8	10	10	10	5	6	340
8	8	8	11	8	8	8	8	8	8	9	7	8	9	9	8	11	7	8	6	1	7	6	7	6	173
10	10	10	10	10	10	10	10	10	10	10	10	10	7	5	11	11	6	10	7	10	10	10	10	6	556
8	8	8	9	8	9	9	6	9	5	10	8	11	9	6	8	7	7	7	8	9	98	10	8	6	512
6	8	4	5	7	9	9	9	6	7	8	10	5	11	4	11	5	4	8	5	5	5	4	5	6	498
8	9	8	11	8	10	10	10	8	8	7	9	8	9	8	9	11	9	8	8	8	8	8	7	6	1176
10	10	10	10	10	10	10	10	10	10	10	8	8	10	10	10	10	11	10	11	10	10	10	8	6	1102
8	8	9	7	8	8	8	8	9	7	8	10	8	11	9	11	7	7	8	8	9	9	9	9	6	779
10	10	10	9	10	9	9	9	10	10	10	10	11	10	9	9	9	9	11	10	10	10	10	10	6	66
8	8	8	8	8	11	8	8	8	8	10	5	8	10	8	10	11	8	8	8	10	8	10	8	6	532
10	10	10	10	10	10	10	10	10	10	10	7	11	10	10	10	10	10	10	11	10	10	10	10	6	574
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	98	1	10	6	753
8	10	8	11	10	8	9	9	8	10	10	10	8	10	8	8	11	10	10	10	10	8	10	8	6	386
8	8	9	11	9	9	9	10	8	9	9	9	8	9	8	9	11	8	9	8	9	9	9	7	6	1243
10	8	8	11	9	9	9	9	8	10	10	9	7	8	7	11	8	9	9	10	10	10	10	10	6	920
7	10	8	8	10	10	10	10	8	10	10	10	11	9	9	9	11	7	7	10	9	9	8	8	6	986
10	10	10	10	10	10	10	10	9	10	10	10	11	10	10	10	10	9	9	11	10	10	10	10	6	1207
7	6	6	11	6	8	8	8	7	9	9	9	11	7	7	7	7	7	7	7	10	7	10	7	6	495
9	10	10	8	10	9	9	9	9	9	9	9	11	8	9	9	9	8	8	8	8	8	9	8	6	157
10	10	10	10	10	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	253
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	6	1219
6	8	8	7	8	9	8	9	8	8	8	8	11	9	9	9	8	7	8	8	8	7	8	8	6	1031
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	6	412
7	7	5	6	8	10	10	10	8	10	10	7	7	7	8	8	11	7	8	7	10	7	8	8	6	106
9	8	7	11	8	9	8	5	8	8	10	5	7	5	8	7	5	8	9	8	10	8	9	8	6	180
6	6	6	7	7	6	6	6	5	5	6	4	5	6	6	6	6	6	6	11	10	4	6	6	6	434
8	6	8	11	7	9	9	9	9	7	9	8	8	8	8	8	8	8	8	9	9	9	9	9	6	693
6	6	6	6	6	6	6	6	7	8	8	8	11	6	6	6	6	3	4	6	6	8	7	6	6	1253
5	7	5	4	5	5	6	5	7	6	6	5	11	7	4	7	3	7	7	7	7	7	7	6	6	279
8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	8	8	8	7	6	9	5	7	8	6	1026
8	8	8	8	8	8	8	9	9	9	7	9	8	6	7	8	8	7	8	7	10	9	9	9	6	976
8	8	8	7	8	9	10	8	8	9	9	8	8	9	8	8	8	7	8	7	10	10	10	8	6	975
6	8	7	8	8	7	7	7	5	6	7	8	8	7	6	8	8	5	6	5	8	6	8	6	6	1117
10	10	10	10	10	8	10	10	10	10	10	10	8	8	10	10	8	10	10	10	10	10	10	8	6	623
7	7	7	7	7	7	7	7	5	7	7	7	8	8	8	7	8	7	7	4	5	4	3	5	6	758
8	10	8	8	8	9	9	9	9	8	9	8	6	8	7	8	8	8	8	7	10	8	9	8	6	577
7	9	8	9	9	7	7	8	7	9	10	8	9	8	8	7	7	7	9	5	10	8	7	8	6	899
9	10	8	8	10	8	8	7	8	10	10	10	6	8	7	9	6	8	10	8	10	9	10	8	6	445
10	10	9	9	10	9	10	9	10	9	10	9	9	9	9	10	9	9	10	8	10	10	10	10	6	1182
7	7	7	8	8	7	8	8	7	10	9	7	7	8	7	8	7	8	8	7	10	8	9	8	6	815
7	10	10	10	10	10	10	10	8	6	6	10	10	10	10	10	10	10	10	7	10	10	10	4	6	301
8	8	9	8	8	9	10	9	8	9	8	7	9	8	8	8	8	8	9	7	10	8	8	8	6	782
10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	6	1109
8	9	9	8	8	8	8	9	9	8	9	9	7	9	8	8	7	7	7	8	5	8	9	8	6	150
9	8	8	7	8	7	10	9	8	7	8	9	8	9	9	8	8	7	8	7	9	9	7	9	6	1156
8	10	10	9	10	8	9	9	8	7	6	4	8	7	7	8	5	8	8	8	10	8	10	6	6	1194
9	7	8	8	9	8	8	8	9	10	9	7	5	9	7	8	8	7	8	8	10	8	8	8	6	198
8	8	7	7	7	10	10	10	8	10	9	9	8	9	9	9	8	8	8	7	10	7	7	8	6	300
8	8	7	9	8	9	8	7	9	10	9	9	6	7	5	8	5	8	9	8	9	8	9	7	6	460
10	10	10	8	10	10	10	10	10	10	10	10	9	10	10	10	8	9	9	9	10	10	10	10	6	1030
9	8	8	9	9	8	8	8	9	6	9	8	7	7	7	7	6	7	7	8	10	8	8	7	6	397
9	9	7	8	9	9	9	9	8	8	10	8	9	9	9	9	7	7	9	6	10	9	7	7	6	818
8	10	8	9	8	9	10	8	7	8	10	8	7	10	9	10	7	10	10	6	10	10	10	9	6	1220
7	6	6	6	6	5	6	8	5	7	7	6	5	7	6	6	5	5	5	7	5	7	6	6	6	210
9	7	7	9	7	6	6	6	5	10	9	10	7	6	5	7	6	6	7	9	10	7	8	8	6	361
10	10	10	8	10	9	10	10	8	10	10	10	9	10	10	10	5	5	10	5	10	10	5	9	6	1181
8	8	8	8	8	7	8	8	9	9	9	9	7	8	9	8	8	7	8	7	10	8	7	8	6	170
6	7	7	8	8	8	7	7	7	6	9	8	7	8	8	8	6	8	6	7	10	8	7	8	6	229
7	7	5	7	7	8	8	8	5	7	7	8	7	6	8	5	5	6	7	6	8	6	7	6	6	145
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	503
7	9	9	6	8	10	10	8	9	10	10	8	8	8	7	9	7	8	10	8	8	9	10	9	6	581
8	10	9	8	9	9	9	9	8	9	9	10	7	10	9	10	7	8	8	8	10	8	8	9	6	427
10	10	10	10	10	10	10	10	10	10	10	8	10	10	10	10	5	10	10	10	10	7	10	10	6	965
8	8	7	6	8	10	10	10	8	8	9	10	8	7	6	8	7	8	10	8	10	8	10	9	6	284
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	10	10	10	10	10	10	10	6	470
8	8	8	8	8	6	8	8	7	8	9	8	7	8	7	8	6	8	8	7	9	7	8	8	6	829
10	10	10	10	10	10	10	10	9	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	6	393
7	8	7	8	8	8	8	8	8	7	10	9	7	8	8	7	6	8	8	7	10	8	7	8	6	1233
8	8	9	6	8	8	6	8	9	8	9	8	7	5	3	8	7	8	7	8	8	8	9	7	6	635
10	10	10	8	10	8	10	8	10	10	10	10	7	10	10	10	10	10	10	10	10	8	10	10	6	369
8	10	8	7	10	7	8	8	8	10	9	10	10	7	8	9	8	7	10	9	10	8	7	8	6	395
8	10	9	8	8	10	10	10	8	9	9	6	5	10	8	8	7	8	8	9	9	9	9	8	6	390
7	8	8	7	10	9	6	10	8	9	10	6	7	10	9	10	3	5	9	2	5	8	6	5	6	436
8	8	8	7	9	7	8	8	8	7	8	8	7	8	7	8	5	7	7	7	7	8	8	7	6	841
6	5	6	5	5	6	5	5	6	6	4	5	6	6	5	5	5	5	5	6	5	6	5	6	6	193
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	462
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	624
6	7	11	11	7	7	8	11	8	8	11	9	11	8	4	8	7	11	7	11	7	6	6	7	7	132
10	9	11	11	9	8	8	8	5	10	10	9	11	11	5	11	11	6	6	11	10	8	10	5	7	847
10	10	10	11	10	10	10	10	10	10	10	10	11	11	10	11	11	11	10	11	7	10	10	10	7	1129
10	10	5	11	10	11	11	11	10	10	10	10	1	11	8	11	1	3	11	1	10	5	10	5	7	589
6	4	3	3	3	2	2	2	6	3	3	2	11	11	11	11	11	11	11	6	6	4	1	6	7	1104
9	10	11	9	9	9	5	11	5	10	8	10	11	9	8	11	5	11	5	5	10	98	9	9	7	44
6	11	6	6	7	6	7	7	6	7	7	11	7	11	5	11	11	11	6	5	5	6	5	5	7	923
8	10	11	10	10	10	10	10	5	5	5	5	5	11	11	11	9	5	5	5	10	98	10	10	7	18
10	10	10	8	10	8	8	8	10	8	10	5	11	11	8	11	11	8	10	11	10	10	10	10	7	392
10	10	10	11	10	10	10	10	6	10	10	10	11	10	5	10	1	11	11	11	10	10	10	10	7	123
9	9	5	11	9	9	9	9	6	9	10	11	11	11	9	9	11	5	8	5	7	8	5	8	7	913
8	9	5	7	9	8	9	9	8	10	10	7	5	11	11	11	11	11	7	6	6	8	7	7	7	407
10	5	5	10	10	11	11	11	10	6	6	6	10	5	9	9	9	10	10	11	10	10	5	10	7	1034
8	8	1	11	9	1	11	8	10	10	9	10	5	7	2	11	1	7	7	5	6	98	5	5	7	1095
8	8	7	7	8	10	10	10	8	8	10	8	11	11	7	11	6	11	8	8	8	7	8	6	7	754
10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	11	11	10	11	10	8	8	7	7	59
7	6	5	6	7	7	4	8	7	8	10	7	11	11	4	11	4	5	5	11	8	8	8	8	7	766
7	7	7	11	6	9	9	7	7	9	10	9	7	8	8	7	7	11	7	11	10	7	8	7	7	396
7	8	8	8	11	7	7	7	7	11	9	8	7	9	8	8	11	6	6	7	8	8	8	8	7	96
10	8	8	9	9	11	8	8	9	10	10	6	11	7	7	7	11	7	9	6	1	7	7	10	7	1263
10	10	10	11	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	11	10	10	10	10	7	603
10	10	6	10	11	10	10	10	10	8	10	10	5	11	8	11	5	8	10	7	8	8	9	8	7	1115
9	9	8	7	9	9	9	9	10	9	10	10	11	10	10	10	11	8	8	11	10	8	8	5	7	342
8	7	11	7	7	7	7	7	6	7	10	7	6	7	4	11	11	7	7	7	6	6	6	7	7	1006
6	6	6	6	6	6	6	6	6	6	4	11	11	5	5	5	5	3	4	11	6	5	5	5	7	956
6	9	5	5	5	4	4	4	5	11	8	5	6	8	11	9	11	5	5	3	10	5	5	5	7	569
8	9	8	11	8	9	9	9	10	10	9	9	10	8	8	9	8	8	9	11	9	9	9	8	7	367
9	10	8	8	9	9	9	9	9	8	9	10	8	8	9	9	11	8	10	11	10	8	10	9	7	826
8	8	8	11	8	9	9	9	8	10	9	9	5	9	8	11	7	7	8	6	8	7	8	6	7	796
7	8	8	7	8	8	8	8	8	8	10	7	7	8	8	9	11	7	7	11	8	8	8	8	7	355
10	10	10	10	10	10	10	11	10	10	10	10	10	10	10	10	11	7	10	10	10	10	10	8	7	870
5	5	5	5	5	5	5	5	5	5	5	5	11	10	5	5	11	5	5	4	5	5	5	5	7	331
8	6	7	8	8	7	8	8	8	10	10	3	7	9	6	8	11	7	7	11	10	8	8	9	7	507
9	7	8	8	8	10	10	10	8	10	10	7	11	9	8	10	8	8	9	11	9	9	7	8	7	291
4	6	5	6	6	5	6	6	6	7	6	7	11	6	4	5	3	4	5	6	9	6	8	5	7	912
8	8	8	8	8	8	8	8	5	6	7	6	10	9	8	8	11	6	6	8	8	7	6	8	7	704
9	10	8	8	9	10	10	9	9	10	10	10	9	9	9	9	7	8	9	11	10	8	9	9	7	372
7	7	6	7	7	10	10	8	5	6	10	10	8	11	8	8	6	6	6	5	10	5	7	8	7	997
9	8	7	7	9	10	10	10	7	8	10	10	11	10	8	8	4	7	8	7	10	8	8	8	7	165
8	8	7	7	8	8	8	7	8	9	9	7	8	8	6	8	7	8	8	8	10	98	9	8	7	547
9	8	8	8	9	10	10	10	7	10	10	7	8	7	6	7	6	8	10	8	8	98	9	9	7	544
5	5	5	7	5	8	7	7	6	7	7	7	8	7	6	6	7	6	6	11	7	6	6	7	7	735
4	5	5	6	5	11	8	8	2	2	9	10	6	9	5	9	5	3	8	5	5	5	5	4	7	288
8	8	8	8	8	10	10	10	8	8	9	7	7	8	7	8	7	6	8	11	10	7	7	8	7	875
7	7	7	7	8	8	9	8	6	8	9	9	6	8	8	7	8	11	7	7	10	5	7	7	7	1139
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	8	10	10	10	10	7	671
8	7	6	11	7	8	7	8	8	7	6	8	8	8	8	9	7	7	7	7	7	8	7	6	7	376
7	7	5	6	6	9	8	8	6	7	8	7	3	5	5	5	3	5	8	11	10	6	7	6	7	769
10	10	10	11	8	10	10	10	5	10	10	10	4	10	10	10	8	8	10	7	10	7	8	8	7	314
10	10	8	9	8	10	10	8	8	10	10	10	5	10	10	10	11	10	10	5	2	8	4	5	7	1032
8	9	8	8	9	10	10	10	8	10	9	10	9	8	8	8	8	8	8	11	7	8	7	5	7	282
10	10	9	10	10	9	10	10	10	10	10	10	11	10	10	10	10	10	10	10	10	10	10	10	7	959
10	10	11	8	10	10	10	10	10	9	8	10	9	10	10	10	8	9	9	9	9	9	9	9	7	1131
9	10	11	10	9	10	10	10	10	10	10	7	10	10	8	8	5	6	10	6	10	10	10	10	7	230
9	9	8	9	9	10	10	10	9	9	9	9	8	10	8	9	8	9	9	11	10	9	10	9	7	500
9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	8	8	8	10	8	8	9	7	1227
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	7	708
8	7	7	8	8	8	10	10	5	10	10	8	8	11	6	6	6	5	7	4	10	6	6	6	7	938
10	10	9	10	10	8	10	8	8	8	10	10	9	10	7	11	8	8	7	7	10	10	9	10	7	1205
3	5	2	6	3	5	5	5	4	3	8	5	11	5	5	5	3	5	5	4	1	5	5	5	7	552
7	8	8	7	7	9	9	9	9	10	10	10	9	10	7	9	8	7	9	8	10	8	5	8	7	318
5	5	6	1	2	10	9	10	5	8	7	10	6	10	8	10	8	3	4	5	10	7	6	6	7	660
5	5	2	2	6	5	3	5	5	7	6	7	6	5	6	5	6	4	4	5	2	5	1	3	7	931
8	7	6	7	8	8	8	8	8	8	8	6	7	8	6	8	6	7	8	6	10	8	7	7	7	541
10	9	9	9	9	10	10	10	10	10	10	10	7	10	8	9	7	10	10	1	10	9	9	9	7	122
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	192
9	9	9	9	9	9	8	8	9	9	9	5	8	9	9	9	7	5	9	5	1	9	1	7	7	520
7	9	8	7	7	7	8	7	8	8	9	8	7	8	7	8	7	7	8	6	7	7	7	7	7	872
8	8	8	8	8	9	9	9	8	8	9	9	8	8	8	8	8	8	9	8	10	8	8	8	7	218
8	7	7	7	8	8	8	8	8	8	7	7	5	6	6	7	7	6	7	7	8	5	5	7	7	1087
10	9	8	9	10	9	9	8	10	9	10	10	9	9	9	9	10	8	9	8	10	10	9	8	7	1201
8	8	10	10	10	10	10	10	8	8	10	10	6	10	8	10	8	8	8	10	10	10	10	10	7	690
10	10	8	8	8	10	10	10	10	10	9	10	8	8	9	8	10	10	8	7	10	9	10	9	7	13
9	10	7	9	10	10	10	10	8	10	10	8	7	9	9	8	8	8	8	8	8	10	8	7	7	4
8	8	8	7	8	8	8	8	8	6	9	6	7	7	7	7	6	5	6	5	4	8	7	6	7	744
8	7	7	7	8	7	7	8	8	6	9	9	8	7	8	8	6	7	8	7	8	7	7	8	7	979
7	6	7	7	5	7	6	7	5	10	10	10	7	8	10	10	5	6	10	8	10	8	8	7	7	1157
8	9	7	8	8	10	10	8	8	8	10	6	8	9	8	8	7	8	8	8	10	8	8	9	7	900
3	1	1	7	1	10	10	10	1	1	10	6	1	6	1	1	1	1	10	1	1	5	1	1	7	1076
9	8	7	8	8	9	8	9	9	8	9	8	7	9	7	8	8	8	8	6	8	9	8	8	7	1053
7	8	7	5	7	8	8	9	8	9	9	6	6	7	8	8	9	6	7	5	10	6	7	7	7	787
5	9	9	9	9	9	9	9	9	9	9	8	8	9	9	8	9	7	7	7	8	8	8	8	7	733
7	8	6	6	8	10	10	10	7	8	8	8	10	8	8	8	8	6	6	8	10	8	6	6	7	732
9	9	8	8	9	9	9	9	10	10	10	8	8	10	8	10	8	10	10	9	10	8	10	10	7	1025
8	10	8	8	8	5	8	8	8	8	10	10	8	8	10	8	5	10	10	7	1	7	5	7	7	112
7	8	7	7	8	8	8	8	7	8	8	8	6	8	6	6	6	7	7	6	8	8	7	7	7	880
7	9	4	8	8	9	9	8	5	7	9	5	5	7	6	7	2	7	6	7	7	7	7	6	7	76
8	8	7	2	8	6	6	6	8	9	10	9	4	8	8	9	7	9	10	8	10	8	8	7	7	245
10	10	8	8	10	8	8	8	10	10	10	7	8	8	10	5	7	8	10	5	5	8	9	6	7	492
8	7	6	8	8	7	8	7	7	7	8	8	6	7	6	8	6	8	8	6	9	7	6	9	7	234
8	7	8	9	7	9	9	8	8	10	8	7	7	8	9	8	9	7	8	8	10	8	9	8	7	1145
6	10	4	6	5	10	10	10	5	7	10	8	5	7	4	7	3	5	10	5	10	8	8	5	7	308
10	9	9	5	10	9	9	8	6	10	10	10	5	10	5	10	5	8	10	5	10	5	8	10	7	825
8	8	8	6	7	7	7	7	7	10	9	9	5	8	8	5	6	5	6	5	10	8	6	8	7	682
7	8	3	4	8	7	8	7	6	10	9	5	6	7	3	2	5	5	5	6	5	7	6	5	7	478
1	1	1	1	1	2	6	3	3	4	4	3	1	4	4	4	4	1	1	4	1	2	4	1	7	26
9	9	9	9	9	8	10	10	9	8	9	7	7	10	10	10	9	9	9	9	10	10	10	9	7	19
8	8	7	9	8	7	7	8	8	10	9	9	8	8	6	7	6	7	8	8	9	8	9	7	7	474
6	8	5	6	6	6	6	6	5	7	7	7	5	5	5	5	4	5	6	5	8	5	6	5	7	1063
9	9	9	9	10	10	10	10	8	9	10	10	9	10	9	9	8	7	7	9	10	10	10	8	7	770
8	8	11	9	9	9	9	9	9	10	10	8	11	11	11	11	11	6	9	11	7	8	8	7	8	440
5	7	11	11	11	5	8	9	6	6	10	2	11	11	9	11	5	5	5	11	5	6	4	6	8	550
8	10	11	11	10	9	9	9	9	10	10	6	11	9	11	9	11	11	8	11	10	10	10	9	8	178
6	8	11	11	8	5	11	11	6	9	9	9	6	8	8	8	11	8	8	11	9	8	8	7	8	948
6	8	6	11	6	6	8	8	6	8	8	4	11	11	8	11	11	7	7	11	6	6	6	6	8	1132
3	6	3	1	6	9	9	9	6	11	9	4	11	5	11	11	11	7	7	11	6	7	3	5	8	1029
5	5	6	5	7	5	5	5	5	5	7	7	11	11	6	11	11	4	4	5	5	98	5	5	8	807
7	7	6	7	6	8	7	7	7	11	9	3	11	7	6	11	11	7	7	6	7	98	7	6	8	417
4	8	4	11	5	7	7	7	5	7	8	8	8	8	7	11	11	11	11	8	7	7	5	4	8	391
5	5	4	6	5	4	4	4	5	4	3	11	5	11	4	11	11	5	5	4	5	98	6	6	8	764
4	5	5	5	5	5	5	5	5	5	10	3	11	11	10	11	11	5	8	11	5	5	5	5	8	555
8	8	8	1	5	8	8	8	6	8	10	9	11	11	11	9	11	4	4	11	2	2	2	5	8	154
5	5	11	11	11	9	6	6	5	5	5	5	11	7	4	6	9	6	6	11	5	4	4	4	8	613
4	5	3	3	3	8	8	8	3	5	2	4	11	11	3	11	11	3	3	4	4	3	2	3	8	199
8	9	7	11	8	9	9	9	9	10	9	10	11	9	7	8	11	8	8	11	10	9	9	9	8	536
3	5	3	3	3	3	3	3	3	3	7	2	3	11	2	2	2	11	11	3	1	5	5	3	8	1015
5	5	5	3	5	7	9	10	8	5	6	6	11	11	6	6	2	5	6	3	4	98	6	4	8	905
4	7	6	11	11	9	9	9	5	6	8	9	5	9	5	9	11	5	5	3	5	7	5	5	8	1037
8	9	8	11	8	8	9	8	9	9	10	8	11	10	9	10	11	8	10	5	4	6	6	7	8	1197
2	7	2	1	3	8	2	2	2	11	8	5	11	7	7	7	11	2	5	3	1	3	2	2	8	666
6	5	6	11	3	3	7	5	7	6	11	11	7	6	5	6	5	4	4	5	5	6	6	5	8	982
1	8	1	1	4	8	5	5	6	6	9	9	11	11	9	11	5	1	4	5	5	2	3	3	8	125
6	8	7	4	8	8	8	8	7	7	8	7	11	11	7	11	8	6	8	7	10	7	8	6	8	491
6	7	3	2	5	6	6	6	6	5	8	5	3	11	5	5	2	5	7	3	5	98	1	5	8	653
9	10	9	9	9	10	10	10	9	10	10	3	7	11	9	11	9	7	9	7	10	6	6	8	8	69
7	8	11	7	7	7	7	7	7	8	8	8	11	7	7	7	6	7	7	8	7	7	7	7	8	1179
6	6	6	3	4	5	5	5	5	5	7	7	11	5	5	5	5	5	5	11	5	5	5	5	8	513
1	4	2	2	2	4	4	4	4	4	7	11	11	6	6	7	6	4	4	1	1	4	1	4	8	715
5	7	7	11	7	7	7	7	6	7	8	8	7	7	7	6	6	6	7	11	6	6	6	7	8	303
7	10	8	4	8	10	10	10	6	8	6	10	11	10	10	9	11	8	8	8	10	9	10	6	8	403
5	6	6	6	6	6	6	6	6	6	9	2	6	5	7	11	11	6	7	7	6	6	6	6	8	169
9	10	10	10	10	10	10	10	9	9	10	10	8	11	7	9	11	8	8	8	9	10	10	9	8	1295
1	3	2	1	3	1	1	1	2	2	5	1	11	11	3	2	2	1	1	1	1	1	1	1	8	857
8	10	8	8	10	10	8	8	7	9	9	4	6	8	8	11	8	11	7	6	10	8	7	8	8	247
6	6	5	6	6	9	9	9	5	6	6	5	6	11	7	11	4	4	6	6	6	6	5	5	8	703
3	4	2	1	3	10	10	10	4	5	9	2	1	2	1	3	1	1	1	11	2	98	1	1	8	616
8	8	6	8	8	10	10	10	6	10	10	10	7	7	5	5	6	7	8	6	5	98	5	7	8	543
4	5	5	5	7	9	9	9	6	8	9	9	11	5	5	5	5	4	6	2	5	5	5	2	8	259
5	8	4	3	5	6	8	8	5	8	8	8	5	9	6	7	2	7	7	6	5	98	5	6	8	860
8	10	7	6	9	10	8	10	8	9	9	7	7	6	8	7	11	7	8	10	8	9	8	7	8	1106
6	5	7	11	6	5	6	6	7	7	7	7	7	7	7	6	6	6	6	7	7	6	4	6	8	252
5	5	5	9	7	6	8	7	4	5	6	6	4	4	8	7	8	4	5	4	5	98	5	5	8	263
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	10	10	8	1017
4	5	3	5	7	7	7	7	5	8	9	5	5	7	6	6	5	6	5	11	5	2	3	3	8	598
10	8	8	8	9	8	7	8	8	6	7	8	7	6	6	6	6	6	6	6	5	98	7	7	8	994
8	6	6	6	6	9	9	9	8	8	5	8	4	5	5	5	8	5	7	11	8	7	6	6	8	1191
7	9	9	7	8	10	10	10	7	7	7	6	6	6	6	6	6	8	8	11	10	8	8	8	8	23
4	6	6	5	7	7	7	7	7	7	7	7	11	7	8	7	1	6	8	7	2	3	4	5	8	950
6	7	6	3	3	6	8	8	7	7	7	7	11	8	8	8	5	5	5	5	5	5	5	3	8	607
3	2	2	11	5	2	1	2	5	2	3	4	2	2	1	2	1	1	2	3	2	4	3	2	8	1187
10	10	10	6	10	8	10	10	9	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	8	564
5	7	6	4	8	8	8	8	7	9	9	9	11	7	7	8	5	7	9	7	6	7	7	6	8	803
5	6	5	5	6	6	5	6	5	6	6	5	6	11	5	5	5	5	6	6	5	5	4	5	8	898
5	5	5	11	8	9	9	5	7	5	10	10	5	10	9	10	5	7	7	5	5	6	5	7	8	205
6	4	2	3	3	9	9	9	5	6	10	5	11	7	7	7	5	5	8	3	5	5	5	5	8	639
7	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	8	160
6	8	8	7	8	10	10	10	6	7	5	8	7	8	8	8	6	6	7	7	10	8	8	7	8	1052
5	6	5	6	5	5	6	5	6	6	5	7	6	6	5	7	6	6	6	6	6	6	5	5	8	1128
5	5	3	5	5	5	3	3	5	5	5	1	5	5	3	3	5	3	5	5	5	3	5	5	8	424
5	6	6	6	6	7	7	7	5	5	7	6	6	6	6	5	5	5	5	6	5	6	5	5	8	1192
8	8	8	7	10	9	10	10	9	9	10	8	7	8	6	7	3	9	9	7	8	8	9	8	8	71
7	9	6	6	9	8	8	8	6	9	7	8	7	7	7	7	5	8	8	7	5	7	7	5	8	348
5	8	6	8	7	8	7	9	3	6	8	6	4	6	5	8	4	6	7	5	4	2	1	5	8	566
9	10	9	9	9	10	10	10	9	10	10	10	9	10	10	9	6	9	10	7	10	10	10	9	8	50
6	9	7	8	9	9	9	7	6	6	9	9	8	9	7	5	9	8	6	7	8	7	8	6	8	680
9	10	10	8	8	10	10	10	9	10	10	10	10	10	10	10	7	10	10	7	10	8	10	8	8	130
4	5	5	2	5	3	3	3	5	5	5	2	5	7	7	7	5	5	5	3	5	4	4	7	8	641
6	6	5	4	5	7	7	7	4	5	5	5	2	3	5	5	6	4	5	6	6	6	6	5	8	102
5	7	6	6	7	7	7	7	8	9	9	9	7	6	6	6	6	5	5	6	6	6	6	6	8	25
2	8	2	2	2	10	9	9	2	5	8	1	6	2	2	2	2	1	1	3	2	1	1	1	8	632
8	8	8	8	9	9	8	9	5	6	8	6	6	7	7	8	5	5	6	6	8	8	9	7	8	87
